Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
FMBH,"First Mid-Illinois Bancshares, Inc.",3.4,2.84%,$28.17,$0.8000,2019-11-27,Semi Annually,2019-12-13,Financial,Regional Mid Atlantic Banks,Qualified,2019-11-29,2019-10-24,No
EWBC,East West Bancorp,3.4,2.84%,$38.74,$1.1000,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-23,No
OVBC,Ohio Valley Bancorp ,1.6,2.84%,$27.80,$0.8400,2020-01-23,Quarter,2020-02-10,Financial,Regional Midwest Banks,Qualified,2020-01-24,2020-01-14,No
KALU,Kaiser Aluminum,4.8,2.83%,$94.55,$2.6800,2020-01-23,Quarter,2020-02-14,Basic Materials,Aluminum,Qualified,2020-01-24,2020-01-14,No
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS ADR (Sponsored),4.2,2.83%,$52.08,$1.4786,2019-05-17,Annually,2019-05-24,Services,Air Services Other,Unknown,2019-05-20,N/A,Yes
JNJ,Johnson & Johnson,4,2.83%,$134.48,$3.8000,2020-02-24,Quarter,2020-03-10,Healthcare,Drug Manufacturers Major,Qualified,2020-02-25,2020-01-02,No
TG,Tredegar Corporation,2.6,2.82%,$17.06,$0.4800,2020-03-12,Quarter,2020-04-01,Basic Materials,Aluminum,Qualified,2020-03-13,2020-02-27,No
EC,Ecopetrol SA ADR (Sponsored),3.8,2.82%,$17.65,$0.4977,2019-12-26,Annually,2020-01-02,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-12-27,N/A,Yes
BOKF,BOK Financial,3.6,2.82%,$72.40,$2.0400,2020-02-11,Quarter,2020-02-27,Financial,Regional Southwest Banks,Qualified,2020-02-12,2020-01-28,No
PFIN,P&F Industries Inc.,1.2,2.81%,$6.65,$0.2000,2020-02-21,Quarter,2020-02-28,Industrial Goods,Small Tools And Accessories,Qualified,2020-02-24,2020-02-12,No
WAFD,Washington Federal Inc.,3.6,2.81%,$29.99,$0.8800,2020-02-06,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-07,2020-01-22,No
PROV,Provident Financial Holdings,3.8,2.81%,$19.75,$0.5600,2020-02-14,Quarter,2020-03-10,Financial,Savings And Loans,Qualified,2020-02-18,2020-01-28,No
ASR,Grupo Aeroportuario,4.8,2.81%,$167.00,$4.6910,2019-06-04,Annually,2019-06-17,Services,Air Services Other,Unknown,2019-06-05,N/A,Yes
EQH,"AXA Equitable Holdings, Inc.",3.4,2.80%,$21.40,$0.6000,2020-03-06,Quarter,2020-03-16,Financial,Diversified Investments,Qualified,2020-03-09,2020-02-26,No
PEP,PepsiCo,4.2,2.80%,$132.03,$3.8200,2020-03-05,Quarter,2020-03-31,Consumer Goods,Processed And Packaged Goods,Qualified,2020-03-06,2020-02-10,No
DD,DuPont de Nemours Inc.,2.6,2.80%,$42.90,$1.2000,2020-02-27,Quarter,2020-03-16,Basic Materials,Agricultural Chemicals,Qualified,2020-02-28,2020-02-13,No
UCBI,"United Community Banks, Inc. (Blairsville, GA)",3.6,2.79%,$24.77,$0.7200,2020-03-13,Quarter,2020-04-06,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-16,2020-02-06,No
PKE,Park Electrochemical,2,2.79%,$13.91,$0.4000,2019-12-31,Quarter,2020-02-04,Technology,Printed Circuit Boards,Qualified,2020-01-02,2019-12-12,No
ENR,Energizer Holdings,4.4,2.79%,$42.99,$1.2000,2020-02-20,Quarter,2020-03-18,Consumer Goods,Personal Products,Unknown,2020-02-22,2020-01-27,No
RBB,RBB Bancorp,3.6,2.79%,$16.87,$0.4800,2020-02-06,Quarter,2020-02-18,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-23,No
CFFN,Capitol Federal Financial Inc,3.8,2.78%,$12.20,$0.3400,2020-02-06,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-07,2020-01-28,No
DAN,Dana Holding ,3.4,2.78%,$14.38,$0.4000,2020-02-27,Quarter,2020-03-20,Consumer Goods,Auto Parts,Qualified,2020-02-28,2020-02-11,No
GES,"Guess, Inc.",2.6,2.78%,$16.20,$0.4500,2019-12-10,Quarter,2020-01-02,Services,Apparel Stores,Qualified,2019-12-11,2019-11-26,No
GROW,"U.S. Global Investors, Inc. Cl A",1,2.78%,$1.08,$0.0300,2020-03-13,Monthly,2020-03-30,Financial,Asset Management,Qualified,2020-03-16,2019-12-09,No
IDA,Idacorp,3.4,2.77%,$96.64,$2.6800,2020-02-04,Quarter,2020-02-28,Utilities,Electric Utilities,Qualified,2020-02-05,2020-01-16,No
LEA,Lear Corporation,3.4,2.77%,$111.20,$3.0800,2020-02-27,Quarter,2020-03-18,Consumer Goods,Auto Parts,Qualified,2020-02-28,2020-02-06,No
CSFL,"Centerstate Banks, Inc.",3.4,2.77%,$20.23,$0.5600,2020-03-13,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-16,2020-01-16,No
PSB,PS Business Parks,3,2.77%,$148.55,$4.2000,2020-03-13,Quarter,2020-03-31,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-18,No
WSBF,"Waterstone Financial, Inc.",3,2.76%,$16.63,$0.4800,2020-01-09,Quarter,2020-02-03,Financial,Savings And Loans,Qualified,2020-01-10,2019-12-18,No
FNHC,Federated National Holding Co,3.2,2.76%,$13.04,$0.3600,2020-02-13,Quarter,2020-03-02,Financial,Property And Casualty Insurance,Qualified,2020-02-14,2020-02-03,No
GRMN,Garmin,3.4,2.76%,$88.39,$2.4400,2020-03-13,Quarter,2020-03-31,Technology,Scientific And Technical Instruments,Unknown,2020-03-16,2019-06-07,No
SYX,Systemax Inc.,4,2.76%,$20.86,$0.5600,2020-03-06,Quarter,2020-03-16,Technology,Technical And System Software,Qualified,2020-03-09,2020-02-24,No
HD,Home Depot,4.6,2.75%,$217.84,$6.0000,2020-03-11,Quarter,2020-03-26,Services,Home Improvement Stores,Qualified,2020-03-12,2020-02-25,No
FBIZ,"First Business Financial Services, Inc.",4.8,2.75%,$24.00,$0.6600,2020-01-31,Quarter,2020-02-13,Financial,Regional Midwest Banks,Qualified,2020-02-03,2020-01-24,No
CNO,CNO Financial Group Inc,3.6,2.75%,$16.02,$0.4400,2020-03-09,Quarter,2020-03-24,Financial,Accident And Health Insurance,Qualified,2020-03-10,2020-02-19,No
AMP,Ameriprise Financial,3.4,2.75%,$141.30,$3.8800,2020-02-13,Quarter,2020-02-28,Financial,Asset Management,Qualified,2020-02-14,2020-01-29,No
MNE,BlackRock Muni New York Intermediate Duration Fund Inc,2,2.74%,$15.76,$0.4320,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
AVT,"Avnet, Inc.",2.6,2.74%,$30.68,$0.8400,2020-03-03,Quarter,2020-03-18,Services,Electronics Wholesale,Unknown,2020-03-04,2020-02-06,No
WABC,WestAmerica Bancorp,2.4,2.73%,$57.82,$1.6400,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-23,No
HUBB,Hubbell Inc.,4.4,2.73%,$133.24,$3.6400,2020-02-27,Quarter,2020-03-16,Technology,Diversified Electronics,Qualified,2020-02-28,2020-01-31,No
NWN,Northwest Natural Gas,4,2.72%,$65.77,$1.9100,2020-01-30,Quarter,2020-02-14,Utilities,Gas Utilities,Qualified,2020-01-31,2020-01-09,No
ARE,Alexandria Real Estate Equities,3.4,2.71%,$151.88,$4.1200,2019-12-30,Quarter,2020-01-15,Financial,Reit Office,Non-Qualified,2019-12-31,2019-12-05,No
CCNE,CNB Financial Corp,4.4,2.71%,$25.07,$0.6800,2020-02-27,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-02-28,2020-02-11,No
PB,Prosperity Bancshares,4.8,2.71%,$64.60,$1.8400,2020-03-13,Quarter,2020-04-01,Financial,Regional Southwest Banks,Qualified,2020-03-16,2020-01-21,No
DVN,Devon Energy,2.8,2.71%,$16.24,$0.4400,2020-03-12,Quarter,2020-03-31,Basic Materials,Independent Oil And Gas,Qualified,2020-03-13,2019-12-04,No
VBTX,"Veritex Holdings, Inc.",3.6,2.71%,$24.07,$0.6800,2020-02-05,Quarter,2020-02-20,Financial,Regional Southwest Banks,Unknown,2020-02-06,2020-01-28,No
BZM,Blackrock Maryland Municipal Bond Trust,2,2.71%,$17.50,$0.4740,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
CCEP,Coca-Cola European Partners Plc.,4.6,2.71%,$50.96,$1.3800,2019-11-18,Semi Annually,2019-12-03,Consumer Goods,Beverages Soft Drinks,Unknown,2019-11-19,2019-10-24,Yes
RL,Ralph Lauren Corp,4.8,2.71%,$105.51,$2.7500,2019-12-26,Quarter,2020-01-10,Consumer Goods,Textile Apparel Clothing,Qualified,2019-12-27,2019-12-13,No
TKR,Timken Co.,3.4,2.70%,$44.84,$1.1200,2020-02-20,Quarter,2020-03-04,Industrial Goods,Machine Tools And Accessories,Qualified,2020-02-21,2020-02-07,No
SOR,"Source Capital, Inc.",2,2.70%,$36.10,$1.0000,2020-02-27,Quarter,2020-03-15,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-10,No
ERIE,Erie Indemnity,3.8,2.70%,$142.92,$3.8600,2020-04-03,Quarter,2020-04-21,Financial,Property And Casualty Insurance,Qualified,2020-04-06,2020-02-20,No
CMS,CMS Energy,4.6,2.70%,$60.42,$1.6300,2020-02-06,Quarter,2020-02-28,Utilities,Diversified Utilities,Qualified,2020-02-07,2020-01-16,No
CBU,Community Bank,3.8,2.70%,$60.81,$1.6400,2020-03-13,Quarter,2020-04-09,Financial,Regional Northeast Banks,Qualified,2020-03-16,2020-02-21,No
LCII,LCI Industries,3.2,2.69%,$96.55,$2.6000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Recreational Vehicles,Qualified,2020-03-06,2020-02-25,No
NXRT,NexPoint Residential Trust,2,2.69%,$44.50,$1.2500,2020-03-13,Quarter,2020-03-31,Financial,Real Estate Development,Non-Qualified,2020-03-16,2020-02-18,No
HSII,Heidrick & Struggles,2,2.69%,$22.30,$0.6000,2020-03-05,Quarter,2020-03-20,Services,Management Services,Qualified,2020-03-06,2020-02-24,No
CBAN,"Colony Bankcorp, Inc.",1.6,2.69%,$14.87,$0.4000,2020-01-30,Quarter,2020-02-18,Financial,Regional Southeast Banks,Qualified,2020-01-31,2020-01-16,No
GATX,GATX Corporation,4.6,2.68%,$71.53,$1.9200,2020-02-27,Quarter,2020-03-31,Services,Rental And Leasing Services,Qualified,2020-02-28,2020-01-31,No
DFS,Discover Financial Services,3.4,2.68%,$65.58,$1.7600,2020-02-19,Quarter,2020-03-05,Financial,Credit Services,Qualified,2020-02-20,2020-01-21,No
RHI,Robert Half International,4.4,2.68%,$50.41,$1.3600,2020-02-24,Quarter,2020-03-16,Services,Staffing And Outsourcing Services,Qualified,2020-02-25,2020-02-12,No
PLD,Prologis,3.6,2.68%,$84.28,$2.3200,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-20,No
SONA,"Southern National Banc. of Virginia, Inc",3.6,2.68%,$14.19,$0.4000,2020-02-13,Quarter,2020-02-28,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-17,2020-01-30,No
AMSWA,American Software,2.4,2.67%,$16.45,$0.4400,2020-05-07,Quarter,2020-05-22,Technology,Application Software,Non-Qualified,2020-05-08,2020-02-13,No
LCUT,Lifetime Brands,2.2,2.67%,$6.36,$0.1700,2020-01-30,Quarter,2020-02-14,Consumer Goods,Housewares And Accessories,Non-Qualified,2020-01-31,2019-11-07,No
NHC,National Healthcare Corp,0.8,2.67%,$74.21,$2.0800,2020-03-30,Quarter,2020-05-01,Healthcare,Long Term Care Facilities,Qualified,2020-03-31,2020-02-14,No
SSB,South State Corporation,4.4,2.67%,$68.12,$1.8800,2020-02-06,Quarter,2020-02-14,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-07,2020-01-27,No
POR,Portland General Electric,4.2,2.67%,$54.41,$1.5400,2020-03-24,Quarter,2020-04-15,Utilities,Electric Utilities,Qualified,2020-03-25,2020-02-12,No
PHX,Panhandle Oil & Gas,0.8,2.67%,$6.65,$0.1600,2020-02-19,Quarter,2020-03-06,Basic Materials,Independent Oil And Gas,Qualified,2020-02-20,2019-12-11,No
SUPV,Grupo Supervielle S.A.,1.6,2.67%,$2.68,$0.0716,2019-05-13,Annually,2019-05-22,Financial,Foreign Money Center Banks,Unknown,2019-05-14,N/A,Yes
KRC,Kilroy Realty Corp,3.2,2.67%,$72.69,$1.9400,2020-03-30,Quarter,2020-04-15,Financial,Real Estate Development,Non-Qualified,2020-03-31,2020-02-12,No
SRCE,First Source Corporation,3.6,2.67%,$42.05,$1.1600,2020-02-03,Quarter,2020-02-14,Financial,Regional Midwest Banks,Qualified,2020-02-04,2020-01-23,No
PTVCB,Protective Insurance Corporation Class B,3.4,2.66%,$14.26,$0.4000,2020-02-25,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Qualified,2020-02-26,2020-02-20,No
HBCP,"Home Bancorp, Inc.",3.6,2.66%,$33.07,$0.8800,2020-02-07,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-28,No
ESSA,Essa Bancorp,3,2.66%,$16.54,$0.4400,2019-12-13,Quarter,2019-12-30,Financial,Savings And Loans,Qualified,2019-12-16,2019-11-21,No
CLX,Clorox Co.,4,2.66%,$159.42,$4.2400,2020-04-21,Quarter,2020-05-08,Consumer Goods,Cleaning Products,Qualified,2020-04-22,2020-02-11,No
GHM,Graham Corp,2.2,2.65%,$16.58,$0.4400,2020-02-10,Quarter,2020-02-25,Industrial Goods,Metal Fabrication,Qualified,2020-02-11,2020-01-28,No
XEL,Xcel Energy,4.2,2.65%,$62.32,$1.7200,2020-03-12,Quarter,2020-04-20,Utilities,Electric Utilities,Qualified,2020-03-13,2020-02-19,No
PTVCA,Protective Insurance Corporation Class A,3.4,2.65%,$15.09,$0.4000,2020-02-25,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Qualified,2020-02-26,2020-02-20,No
GSBC,Great Southern Bancorp,4.4,2.65%,$51.31,$1.3600,2019-12-27,Quarter,2020-01-14,Financial,Regional Southwest Banks,Non-Qualified,2019-12-30,2019-12-18,No
MATX,"Matson, Inc.",4.4,2.65%,$33.21,$0.8800,2020-02-05,Quarter,2020-03-05,Services,Shipping,Qualified,2020-02-06,2020-01-23,No
PLOW,"Douglas Dynamics, Inc.",4.6,2.65%,$43.53,$1.1200,2020-03-19,Quarter,2020-03-31,Consumer Goods,Auto Parts,Qualified,2020-03-20,2020-02-24,No
WEC,Wisconsin Energy,4.2,2.65%,$92.33,$2.5300,2020-02-13,Quarter,2020-03-01,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-16,No
IDCC,"InterDigital, Inc. ",1.4,2.65%,$52.89,$1.4000,2020-01-07,Quarter,2020-01-22,Technology,Wireless Communications,Qualified,2020-01-08,2019-12-12,No
CE,Celanese Corp,3.2,2.65%,$93.74,$2.4800,2020-02-14,Quarter,2020-02-28,Basic Materials,Chemicals Major Diversified,Qualified,2020-02-18,2020-02-05,No
TRV,Travelers Co.,4.4,2.64%,$119.81,$3.2800,2020-03-09,Quarter,2020-03-31,Financial,Property And Casualty Insurance,Qualified,2020-03-10,2020-01-23,No
MCS,Marcus Corp,3.2,2.64%,$26.72,$0.6800,2020-02-28,Quarter,2020-03-16,Services,Lodging,Qualified,2020-03-02,2020-02-19,No
HY,"Hyster-Yale Materials Handling, Inc.",3.6,2.64%,$48.14,$1.2700,2020-02-28,Quarter,2020-03-13,Consumer Goods,Trucks And Other Vehicles,Qualified,2020-03-02,2020-02-19,No
PG,Procter & Gamble,4.2,2.63%,$113.23,$2.9836,2020-01-23,Quarter,2020-02-18,Consumer Goods,Personal Products,Qualified,2020-01-24,2020-01-14,No
CMC,Commercial Metals,2.6,2.63%,$18.26,$0.4800,2020-01-14,Quarter,2020-01-30,Basic Materials,Steel And Iron,Qualified,2020-01-15,2020-01-02,No
ULH,Universal Logistics Holdings Inc,3,2.63%,$15.41,$0.4200,2020-02-28,Quarter,2020-04-06,Services,Trucking,Qualified,2020-03-02,2020-02-06,No
KFRC,Kforce Inc.,4.2,2.63%,$30.46,$0.8000,2020-03-05,Quarter,2020-03-20,Services,Staffing And Outsourcing Services,Qualified,2020-03-06,2020-02-05,No
ES,Eversource Energy,4.6,2.63%,$86.46,$2.2700,2020-03-03,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-04,2020-02-05,No
CRI,"Carter's, Inc.",4.4,2.62%,$91.47,$2.4000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-06,2020-02-24,No
VFC,V.F. Corporation,3.8,2.62%,$72.00,$1.9200,2020-03-09,Quarter,2020-03-20,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-10,2020-01-23,No
VST,Vistra Energy Corp.,2.2,2.62%,$19.23,$0.5400,2020-03-16,Quarter,2020-03-31,Utilities,Electric Utilities,Qualified,2020-03-17,2020-02-25,No
STRT,Strattec Security Corp. Com.,3,2.62%,$20.91,$0.5600,2020-03-12,Quarter,2020-03-27,Consumer Goods,Auto Parts,Qualified,2020-03-13,2020-02-25,No
SALT,"Scorpio Bulkers, Inc.",2,2.61%,$3.22,$0.0800,2020-02-13,Quarter,2020-03-13,Services,Shipping,Unknown,2020-02-14,2020-01-27,No
AFL,Aflac,3.4,2.61%,$42.85,$1.1200,2020-02-18,Quarter,2020-03-02,Financial,Accident And Health Insurance,Qualified,2020-02-19,2020-02-04,No
COLD,Americold Realty Trust,2.8,2.61%,$30.67,$0.8000,2019-12-30,Quarter,2020-01-15,Financial,Reit Industrial,Non-Qualified,2019-12-31,2019-12-10,No
GNTY,"Guaranty Bancshares, Inc.",3.6,2.61%,$27.61,$0.7200,2019-12-24,Quarter,2020-01-08,Financial,Regional Southeast Banks,Qualified,2019-12-26,2019-12-12,No
INDB,Independent Bank,3.6,2.61%,$67.53,$1.7600,2019-12-27,Quarter,2020-01-10,Financial,Regional Northeast Banks,Qualified,2019-12-30,2019-12-12,No
HIG,Hartford Financial Services,3.4,2.60%,$49.95,$1.3000,2020-02-28,Quarter,2020-04-02,Financial,Property And Casualty Insurance,Qualified,2020-03-02,2020-02-03,No
HWKN,"Hawkins, Inc",1.6,2.60%,$35.75,$0.9300,2020-02-20,Quarter,2020-03-06,Services,Basic Materials Wholesale,Qualified,2020-02-21,2020-02-06,No
UMC,United Microelectronics Corp. ADR (Sponsored),2.8,2.60%,$2.48,$0.0648,2019-07-15,Annually,2019-08-13,Technology,Semiconductor Equipment And Materials,Unknown,2019-07-16,N/A,Yes
FR,"First Industrial Realty Trust, Inc.",4,2.60%,$38.50,$1.0000,2020-03-30,Quarter,2020-04-20,Financial,Reit Industrial,Non-Qualified,2020-03-31,2020-02-12,No
SAL,Salisbury Bancorp,2.8,2.60%,$44.50,$1.1600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-24,No
LMT,Lockheed Martin,4.6,2.60%,$369.87,$9.6000,2020-02-28,Quarter,2020-03-27,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-03-02,2020-01-24,No
EIG,Employers Holdings,3.8,2.59%,$38.54,$1.0000,2020-03-03,Quarter,2020-03-18,Financial,Property And Casualty Insurance,Qualified,2020-03-04,2020-02-14,No
NATI,National Instruments,2,2.59%,$40.28,$1.0400,2020-02-14,Quarter,2020-03-09,Technology,Technical And System Software,Qualified,2020-02-18,2020-01-30,No
SYY,Sysco Corp,4.4,2.58%,$66.65,$1.8000,2020-04-02,Quarter,2020-04-24,Services,Food Wholesale,Qualified,2020-04-03,2020-02-27,No
ALOT,"Astro-Med, Inc. Com.",2,2.58%,$10.86,$0.2800,2019-12-18,Quarter,2019-12-26,Technology,Computer Peripherals,Qualified,2019-12-19,2019-12-03,No
CINF,Cincinnati Financial,3,2.57%,$93.24,$2.4000,2020-03-17,Quarter,2020-04-15,Financial,Property And Casualty Insurance,Qualified,2020-03-18,2020-01-31,No
FFDF,FFD Financial Corp,1.8,2.57%,$74.00,$1.9000,2020-01-30,Quarter,2020-02-14,Financial,Savings And Loans,Qualified,2020-01-31,2020-01-15,No
RIVE,Riverview Financial Corp.,1.8,2.57%,$11.55,$0.3000,2020-03-12,Quarter,2020-03-31,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-13,2020-02-27,No
TMP,Tompkins Financial,2.8,2.56%,$79.48,$2.0800,2020-02-07,Quarter,2020-02-18,Financial,Regional Northeast Banks,Qualified,2020-02-10,2020-01-31,No
CVE,Cenovus Energy Inc.,3.4,2.56%,$7.37,$0.1887,2019-12-12,Quarter,2019-12-31,Basic Materials,Oil And Gas Drilling And Exploration,Unknown,2019-12-13,2019-10-02,No
GVA,Granite Construction Inc.,3,2.56%,$20.32,$0.5200,2019-12-30,Quarter,2020-01-15,Industrial Goods,Heavy Construction,Qualified,2019-12-31,2019-12-04,No
CVCY,Central Valley Community Bancorp,3.6,2.56%,$17.20,$0.4400,2020-02-06,Quarter,2020-02-21,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-22,No
GD,General Dynamics Corporation,4.4,2.55%,$159.69,$4.0800,2020-01-16,Quarter,2020-02-07,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-01-17,2019-12-04,No
RGCO,"RGC Resources, Inc.",3.4,2.55%,$27.45,$0.7000,2020-04-14,Quarter,2020-05-01,Utilities,Gas Utilities,Qualified,2020-04-15,2020-02-03,No
ITW,Illinois Tool Works ,5,2.55%,$167.78,$4.2800,2020-03-30,Quarter,2020-04-15,Industrial Goods,Diversified Machinery,Qualified,2020-03-31,2020-02-14,No
EBTC,"Enterprise Bancorp, Inc. (MA)",1.8,2.55%,$27.47,$0.7000,2020-02-07,Quarter,2020-03-02,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-21,No
UBOH,United Bancshares Inc. (OH),2,2.55%,$21.93,$0.5600,2020-02-27,Quarter,2020-03-16,Financial,Money Center Banks,Qualified,2020-02-28,2020-01-21,No
GABC,German American Bancorp,4.6,2.55%,$29.85,$0.7600,2020-02-07,Quarter,2020-02-20,Financial,Regional Midwest Banks,Qualified,2020-02-10,2020-01-27,No
CL,Colgate-Palmolive,4.4,2.55%,$67.57,$1.7200,2020-01-22,Quarter,2020-02-14,Consumer Goods,Personal Products,Qualified,2020-01-23,2020-01-09,No
GFED,"Guaranty Federal Bancshares, Inc.",2.6,2.54%,$23.58,$0.6000,2020-01-03,Quarter,2020-01-16,Financial,Regional Southwest Banks,Qualified,2020-01-06,2019-12-20,No
TCBK,Trico Bancshares,3.6,2.54%,$33.82,$0.8800,2019-12-12,Quarter,2019-12-30,Financial,Regional Pacific Banks,Qualified,2019-12-13,2019-11-12,No
GIL,Gildan Activewear,3.6,2.54%,$24.22,$0.6160,2020-03-11,Quarter,2020-04-06,Consumer Goods,Textile Apparel Clothing,Unknown,2020-03-12,2020-02-20,No
UTL,Unitil Corp,3.6,2.54%,$56.34,$1.5000,2020-02-13,Quarter,2020-02-28,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-29,No
STAR,iStar Inc.,3.6,2.53%,$15.13,$0.4000,2020-02-28,Quarter,2020-03-16,Financial,Reit Diversified,Non-Qualified,2020-03-02,2020-02-20,No
CR,Crane Co.,4.2,2.53%,$67.95,$1.7200,2020-02-27,Quarter,2020-03-11,Conglomerates,Conglomerates General,Qualified,2020-02-28,2020-01-27,No
CIB,BanColombia S.A.,3.4,2.53%,$47.48,$1.2000,2019-12-26,Quarter,2020-01-13,Financial,Foreign Regional Banks,Unknown,2019-12-27,N/A,Yes
BAC,Bank of America,3.2,2.53%,$28.50,$0.7200,2020-03-05,Quarter,2020-03-27,Financial,Money Center Banks,Qualified,2020-03-06,2020-01-29,No
WH,"Wyndham Hotels & Resorts, Inc.",4.4,2.53%,$50.95,$1.2800,2020-03-12,Quarter,2020-03-31,Services,Lodging,Qualified,2020-03-13,2020-02-25,No
MRO,Marathon Oil,3.2,2.52%,$8.28,$0.2000,2020-02-18,Quarter,2020-03-10,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-19,2020-01-29,No
TKC,Turkcell,2.8,2.52%,$5.46,$0.1401,2019-10-31,Annually,2019-11-08,Technology,Wireless Communications,Unknown,2019-11-01,N/A,Yes
FBP,First Bancorp,3.4,2.52%,$7.94,$0.2000,2020-02-27,Quarter,2020-03-13,Financial,Foreign Regional Banks,Unknown,2020-02-28,2020-02-06,No
NBHC,National Bank Holdings Corp,4.8,2.52%,$30.59,$0.8000,2020-02-27,Quarter,2020-03-13,Financial,Regional Midwest Banks,Qualified,2020-02-28,2020-01-21,No
OGS,ONE Gas Inc,3.4,2.51%,$82.14,$2.1600,2020-02-20,Quarter,2020-03-06,Utilities,Gas Utilities,Qualified,2020-02-21,2020-01-21,No
AEE,Ameren Corp,4.2,2.51%,$79.00,$1.9800,2020-03-10,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-11,2020-02-14,No
IFF,International Flavors & Fragrances,4.6,2.50%,$119.78,$3.0000,2019-12-26,Quarter,2020-01-07,Basic Materials,Synthetics,Qualified,2019-12-27,2019-12-11,No
TGT,Target,4.4,2.50%,$103.00,$2.6400,2020-02-18,Quarter,2020-03-10,Services,Discount Variety Stores,Qualified,2020-02-19,2020-01-08,No
BBDO,Banco Bradesco S.A.,1.4,2.50%,$5.78,$0.1445,2020-03-03,Monthly,2020-04-08,Financial,Foreign Regional Banks,Unknown,2020-03-04,N/A,No
BANF,BancFirst Corp,3.6,2.50%,$51.30,$1.2800,2020-03-30,Quarter,2020-04-15,Financial,Regional Southwest Banks,Qualified,2020-03-31,2020-02-27,No
FBSS,"Fauquier Bankshares, Inc.",1.8,2.49%,$20.05,$0.5000,2020-03-12,Quarter,2020-04-01,Financial,Regional Southeast Banks,Qualified,2020-03-13,2020-02-20,No
GS,Goldman Sachs,3.4,2.49%,$200.77,$5.0000,2020-02-28,Quarter,2020-03-30,Financial,Investment Brokerage National,Qualified,2020-03-02,2020-01-14,No
CNS,Cohen & Steers Inc.,4.6,2.49%,$62.65,$1.5600,2020-02-28,Quarter,2020-03-12,Financial,Asset Management,Qualified,2020-03-02,2020-02-20,No
MCD,McDonald's,4.4,2.49%,$194.17,$5.0000,2020-02-28,Quarter,2020-03-16,Services,Restaurants,Qualified,2020-03-02,2020-01-23,No
APOG,Apogee Enterprises,2.6,2.48%,$30.19,$0.7500,2020-01-31,Quarter,2020-02-18,Industrial Goods,General Contractors,Qualified,2020-02-03,2020-01-15,No
TXRH,"Texas Roadhouse, Inc.",4.4,2.48%,$56.22,$1.4400,2020-03-10,Quarter,2020-03-27,Services,Restaurants,Qualified,2020-03-11,2020-02-20,No
PNM,PNM Resources,3.4,2.48%,$47.08,$1.2300,2020-04-30,Quarter,2020-05-15,Utilities,Diversified Utilities,Qualified,2020-05-01,2020-02-21,No
ASRV,"AmeriServ Financial, Inc.",2,2.48%,$4.03,$0.1000,2020-01-31,Quarter,2020-02-18,Financial,Regional Northeast Banks,Qualified,2020-02-03,2020-01-21,No
MBCN,Middlefield Banc Corp,2.6,2.48%,$23.81,$0.6000,2020-03-03,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-03-04,2020-02-11,No
