Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
FMNB,Farmers National BancCorp,4.8,2.90%,$15.10,$0.4400,2020-03-12,Quarter,2020-03-31,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-02-25,No
ETR,Entergy Corp,4.2,2.90%,$127.40,$3.7200,2020-02-12,Quarter,2020-03-02,Utilities,Electric Utilities,Qualified,2020-02-13,2020-01-31,No
GSH,"Guangshen Railway Co., Ltd. ADR (Sponsored)",3.2,2.89%,$12.85,$0.3713,2019-06-18,Annually,2019-08-19,Services,Railroads,Unknown,2019-06-19,N/A,Yes
UDR,UDR Inc.,2.4,2.89%,$49.13,$1.3700,2020-01-09,Quarter,2020-01-31,Financial,Reit Residential,Non-Qualified,2020-01-10,2019-12-12,No
FRME,First Merchants Corp,4.6,2.89%,$34.53,$1.0400,2020-03-05,Quarter,2020-03-20,Financial,Regional Midwest Banks,Qualified,2020-03-06,2020-02-05,No
OVBC,Ohio Valley Bancorp ,1.6,2.89%,$29.07,$0.8400,2020-01-23,Quarter,2020-02-10,Financial,Regional Midwest Banks,Qualified,2020-01-24,2020-01-14,No
CPT,Camden Property Trust,3.6,2.89%,$114.71,$3.3200,2020-03-30,Quarter,2020-04-17,Financial,Reit Residential,Non-Qualified,2020-03-31,2020-01-30,No
LKFN,Lakeland Financial Corp,4.8,2.89%,$40.73,$1.2000,2020-01-23,Quarter,2020-02-05,Financial,Regional Midwest Banks,Qualified,2020-01-25,2020-01-14,No
NVT,nVent Electric PLC,3.2,2.88%,$23.78,$0.7000,2020-04-23,Quarter,2020-05-08,Industrial Goods,Industrial Electrical Equipment,Unknown,2020-04-24,2020-02-25,No
CHRW,C.H. Robinson Worldwide,4,2.88%,$69.18,$2.0400,2020-03-05,Quarter,2020-03-27,Services,Air Delivery And Freight Services,Qualified,2020-03-06,2020-02-06,No
NHC,National Healthcare Corp,0.8,2.88%,$74.94,$2.0800,2020-03-30,Quarter,2020-05-01,Healthcare,Long Term Care Facilities,Qualified,2020-03-31,2020-02-14,No
MDU,MDU Resources Group,4.6,2.88%,$30.32,$0.8300,2020-03-11,Quarter,2020-04-01,Industrial Goods,General Building Materials,Qualified,2020-03-12,2020-02-13,No
JRVR,James River Group Holdings Ltd,4,2.88%,$41.94,$1.2000,2020-03-13,Quarter,2020-03-31,Financial,Property And Casualty Insurance,Unknown,2020-03-16,2020-02-20,No
FNHC,Federated National Holding Co,3.2,2.88%,$12.07,$0.3600,2020-02-13,Quarter,2020-03-02,Financial,Property And Casualty Insurance,Qualified,2020-02-14,2020-02-03,No
GES,"Guess, Inc.",2.6,2.88%,$14.81,$0.4500,2019-12-10,Quarter,2020-01-02,Services,Apparel Stores,Qualified,2019-12-11,2019-11-26,No
PROV,Provident Financial Holdings,3.8,2.87%,$19.63,$0.5600,2020-02-14,Quarter,2020-03-10,Financial,Savings And Loans,Qualified,2020-02-18,2020-01-28,No
PTVCB,Protective Insurance Corporation Class B,3.4,2.87%,$13.81,$0.4000,2020-02-25,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Qualified,2020-02-26,2020-02-20,No
TS,Tenaris,4,2.87%,$17.47,$0.5200,2019-11-18,Semi Annually,2019-11-26,Basic Materials,Steel And Iron,Unknown,2019-11-19,N/A,Yes
CBAN,"Colony Bankcorp, Inc.",1.6,2.86%,$13.97,$0.4000,2020-01-30,Quarter,2020-02-18,Financial,Regional Southeast Banks,Qualified,2020-01-31,2020-01-16,No
RBB,RBB Bancorp,3.6,2.86%,$16.98,$0.4800,2020-02-06,Quarter,2020-02-18,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-23,No
BXS,BancorpSouth,4.4,2.85%,$25.41,$0.7400,2020-03-12,Quarter,2020-04-01,Financial,Regional Southeast Banks,Qualified,2020-03-13,2020-01-22,No
CLCT,Collectors Universe Inc,1.4,2.85%,$24.03,$0.7000,2020-02-13,Quarter,2020-02-28,Services,Business Services,Qualified,2020-02-14,2020-01-23,No
MATW,Matthews International Corp,3.4,2.85%,$29.87,$0.8400,2020-01-31,Quarter,2020-02-17,Industrial Goods,Metal Fabrication,Qualified,2020-02-03,2020-01-23,No
SPB,"Spectrum Brands Holdings, Inc.",4.4,2.84%,$58.60,$1.6800,2020-02-14,Quarter,2020-03-10,Consumer Goods,Electronic Equipment,Qualified,2020-02-18,2020-01-28,No
UCBI,"United Community Banks, Inc. (Blairsville, GA)",3.6,2.84%,$24.60,$0.7200,2020-03-13,Quarter,2020-04-06,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-16,2020-02-06,No
VBTX,"Veritex Holdings, Inc.",3.6,2.84%,$24.37,$0.6800,2020-02-05,Quarter,2020-02-20,Financial,Regional Southwest Banks,Unknown,2020-02-06,2020-01-28,No
BXP,Boston Properties,4,2.84%,$137.26,$3.9200,2019-12-30,Quarter,2020-01-30,Financial,Reit Office,Non-Qualified,2019-12-31,2019-12-17,No
LEA,Lear Corporation,3.4,2.84%,$109.38,$3.0800,2020-02-27,Quarter,2020-03-18,Consumer Goods,Auto Parts,Qualified,2020-02-28,2020-02-06,No
XEC,Cimarex Energy,2.2,2.83%,$30.58,$0.8800,2020-05-14,Quarter,2020-06-01,Basic Materials,Independent Oil And Gas,Qualified,2020-05-15,2020-02-19,No
MRLN,Marlin Business Services Corp.,3.4,2.83%,$20.24,$0.5600,2020-02-07,Quarter,2020-02-20,Financial,Mortgage Investment,Qualified,2020-02-10,2020-01-30,No
WAFD,Washington Federal Inc.,3.6,2.82%,$31.21,$0.8800,2020-02-06,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-07,2020-01-22,No
PKE,Park Electrochemical,2,2.82%,$14.01,$0.4000,2019-12-31,Quarter,2020-02-04,Technology,Printed Circuit Boards,Qualified,2020-01-02,2019-12-12,No
PEP,PepsiCo,4.2,2.82%,$139.04,$3.8200,2020-03-05,Quarter,2020-03-31,Consumer Goods,Processed And Packaged Goods,Qualified,2020-03-06,2020-02-10,No
HE,Hawaiian Electric Industries,4,2.82%,$46.27,$1.3200,2020-02-25,Quarter,2020-03-10,Utilities,Electric Utilities,Qualified,2020-02-26,2020-02-11,No
FAST,Fastenal,4,2.81%,$35.62,$1.0000,2020-01-30,Quarter,2020-02-28,Industrial Goods,General Building Materials,Qualified,2020-01-31,2020-01-16,No
DEO,Diageo plc,4.2,2.81%,$144.69,$4.1573,2019-08-08,Semi Annually,2019-10-08,Consumer Goods,Beverages Wineries And Distillers,Unknown,2019-08-09,N/A,Yes
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS ADR (Sponsored),4.2,2.81%,$52.22,$1.4786,2019-05-17,Annually,2019-05-24,Services,Air Services Other,Unknown,2019-05-20,N/A,Yes
TG,Tredegar Corporation,2.6,2.81%,$17.11,$0.4800,2020-03-12,Quarter,2020-04-01,Basic Materials,Aluminum,Qualified,2020-03-13,2020-02-27,No
RHI,Robert Half International,4.4,2.81%,$49.08,$1.3600,2020-02-24,Quarter,2020-03-16,Services,Staffing And Outsourcing Services,Qualified,2020-02-25,2020-02-12,No
AEP,American Electric Power,4.2,2.81%,$99.64,$2.8000,2020-02-07,Quarter,2020-03-10,Utilities,Electric Utilities,Qualified,2020-02-10,2020-01-21,No
JNJ,Johnson & Johnson,4,2.80%,$141.91,$3.8000,2020-02-24,Quarter,2020-03-10,Healthcare,Drug Manufacturers Major,Qualified,2020-02-25,2020-01-02,No
EQR,Equity Residential,3.4,2.80%,$80.32,$2.2700,2019-12-31,Quarter,2020-01-10,Financial,Reit Residential,Non-Qualified,2020-01-02,2019-12-19,No
WSBF,"Waterstone Financial, Inc.",3,2.80%,$17.55,$0.4800,2020-01-09,Quarter,2020-02-03,Financial,Savings And Loans,Qualified,2020-01-10,2019-12-18,No
BOKF,BOK Financial,3.6,2.80%,$71.21,$2.0400,2020-02-11,Quarter,2020-02-27,Financial,Regional Southwest Banks,Qualified,2020-02-12,2020-01-28,No
ULH,Universal Logistics Holdings Inc,3,2.80%,$14.85,$0.4200,2020-02-28,Quarter,2020-04-06,Services,Trucking,Qualified,2020-03-02,2020-02-06,No
FMBH,"First Mid-Illinois Bancshares, Inc.",3.4,2.79%,$27.90,$0.8000,2019-11-27,Semi Annually,2019-12-13,Financial,Regional Mid Atlantic Banks,Qualified,2019-11-29,2019-10-24,No
ASR,Grupo Aeroportuario,4.8,2.79%,$158.78,$4.6910,2019-06-04,Annually,2019-06-17,Services,Air Services Other,Unknown,2019-06-05,N/A,Yes
EQH,"AXA Equitable Holdings, Inc.",3.4,2.78%,$20.84,$0.6000,2020-03-06,Quarter,2020-03-16,Financial,Diversified Investments,Qualified,2020-03-09,2020-02-26,No
HY,"Hyster-Yale Materials Handling, Inc.",3.6,2.78%,$45.11,$1.2700,2020-02-28,Quarter,2020-03-13,Consumer Goods,Trucks And Other Vehicles,Qualified,2020-03-02,2020-02-19,No
JCI,Johnson Controls,4.6,2.78%,$39.22,$1.0400,2020-03-13,Quarter,2020-04-10,Consumer Goods,Auto Parts,Unknown,2020-03-16,2020-03-04,No
KALU,Kaiser Aluminum,4.8,2.78%,$95.69,$2.6800,2020-01-23,Quarter,2020-02-14,Basic Materials,Aluminum,Qualified,2020-01-24,2020-01-14,No
LNT,Alliant Energy,4.6,2.78%,$57.66,$1.5200,2020-01-30,Quarter,2020-02-18,Utilities,Diversified Utilities,Qualified,2020-01-31,2020-01-13,No
HSII,Heidrick & Struggles,2,2.77%,$22.64,$0.6000,2020-03-05,Quarter,2020-03-20,Services,Management Services,Qualified,2020-03-06,2020-02-24,No
SONA,"Southern National Banc. of Virginia, Inc",3.6,2.77%,$14.30,$0.4000,2020-02-13,Quarter,2020-02-28,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-17,2020-01-30,No
LCUT,Lifetime Brands,2.2,2.77%,$6.05,$0.1700,2020-01-30,Quarter,2020-02-14,Consumer Goods,Housewares And Accessories,Non-Qualified,2020-01-31,2019-11-07,No
EVRG,"Evergy, Inc.",3.2,2.76%,$72.28,$2.0200,2020-03-06,Quarter,2020-03-20,Utilities,Electric Utilities,Qualified,2020-03-09,2020-03-02,No
AXS,Axis Capital Holdings,4.6,2.76%,$57.77,$1.6400,2020-03-30,Quarter,2020-04-15,Financial,Property And Casualty Insurance,Unknown,2020-03-31,2020-02-20,No
EWBC,East West Bancorp,3.4,2.76%,$39.08,$1.1000,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-23,No
WABC,WestAmerica Bancorp,2.4,2.75%,$58.10,$1.6400,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-23,No
PB,Prosperity Bancshares,4.8,2.75%,$66.04,$1.8400,2020-03-13,Quarter,2020-04-01,Financial,Regional Southwest Banks,Qualified,2020-03-16,2020-01-21,No
HMN,Horace Mann Educators,4.8,2.75%,$40.43,$1.1500,2019-12-13,Quarter,2019-12-31,Financial,Property And Casualty Insurance,Qualified,2019-12-16,2019-12-04,No
SRCE,First Source Corporation,3.6,2.75%,$41.81,$1.1600,2020-02-03,Quarter,2020-02-14,Financial,Regional Midwest Banks,Qualified,2020-02-04,2020-01-23,No
EC,Ecopetrol SA ADR (Sponsored),3.8,2.75%,$18.02,$0.4977,2019-12-26,Annually,2020-01-02,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-12-27,N/A,Yes
ESS,Essex Property Trust,3.2,2.74%,$301.15,$8.3100,2020-03-30,Quarter,2020-04-15,Financial,Reit Residential,Non-Qualified,2020-03-31,2020-02-21,No
CMCL,Caledonia Mining Corporation PLC,1.8,2.74%,$11.15,$0.3000,2020-01-16,Quarter,2020-01-31,Basic Materials,Gold,Unknown,2020-01-17,2020-01-03,No
GHM,Graham Corp,2.2,2.74%,$15.82,$0.4400,2020-02-10,Quarter,2020-02-25,Industrial Goods,Metal Fabrication,Qualified,2020-02-11,2020-01-28,No
FAF,First American Financial,3.8,2.74%,$65.81,$1.7600,2020-03-06,Quarter,2020-03-16,Financial,Surety And Title Insurance,Qualified,2020-03-09,2020-01-23,No
BBY,Best Buy,4.6,2.74%,$78.60,$2.2000,2020-03-18,Quarter,2020-04-09,Services,Electronics Stores,Qualified,2020-03-19,2020-02-27,No
CIX,CompX International,1.2,2.73%,$14.56,$0.4000,2020-06-29,Quarter,2020-07-15,Industrial Goods,Machine Tools And Accessories,Unknown,2020-06-30,2020-02-18,No
HUBB,Hubbell Inc.,4.4,2.73%,$137.20,$3.6400,2020-02-27,Quarter,2020-03-16,Technology,Diversified Electronics,Qualified,2020-02-28,2020-01-31,No
PSB,PS Business Parks,3,2.73%,$156.30,$4.2000,2020-03-13,Quarter,2020-03-31,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-18,No
DEI,Douglas Emmett,3.2,2.72%,$40.15,$1.1200,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-31,2019-12-05,No
SSB,South State Corporation,4.4,2.72%,$69.31,$1.8800,2020-02-06,Quarter,2020-02-14,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-07,2020-01-27,No
CAL,"Caleres,Inc.",2.8,2.72%,$9.89,$0.2800,2019-12-23,Quarter,2020-01-09,Consumer Goods,Textile Apparel Footwear And Accessories,Qualified,2019-12-24,2019-12-12,No
FBIZ,"First Business Financial Services, Inc.",4.8,2.72%,$22.89,$0.6600,2020-01-31,Quarter,2020-02-13,Financial,Regional Midwest Banks,Qualified,2020-02-03,2020-01-24,No
ARTNA,Artesian Resources,1.8,2.72%,$35.95,$0.9984,2020-02-06,Quarter,2020-02-21,Utilities,Water Utilities,Qualified,2020-02-07,2020-01-10,No
DD,DuPont de Nemours Inc.,2.6,2.72%,$43.58,$1.2000,2020-02-27,Quarter,2020-03-16,Basic Materials,Agricultural Chemicals,Qualified,2020-02-28,2020-02-13,No
POR,Portland General Electric,4.2,2.71%,$58.86,$1.5400,2020-03-24,Quarter,2020-04-15,Utilities,Electric Utilities,Qualified,2020-03-25,2020-02-12,No
CVE,Cenovus Energy Inc.,3.4,2.71%,$6.83,$0.1887,2019-12-12,Quarter,2019-12-31,Basic Materials,Oil And Gas Drilling And Exploration,Unknown,2019-12-13,2019-10-02,No
DVN,Devon Energy,2.8,2.71%,$15.92,$0.4400,2020-03-12,Quarter,2020-03-31,Basic Materials,Independent Oil And Gas,Qualified,2020-03-13,2019-12-04,No
TKR,Timken Co.,3.4,2.70%,$42.91,$1.1200,2020-02-20,Quarter,2020-03-04,Industrial Goods,Machine Tools And Accessories,Qualified,2020-02-21,2020-02-07,No
MNE,BlackRock Muni New York Intermediate Duration Fund Inc,2,2.69%,$15.92,$0.4320,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
CCNE,CNB Financial Corp,4.4,2.69%,$24.25,$0.6800,2020-02-27,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-02-28,2020-02-11,No
AVT,"Avnet, Inc.",2.6,2.69%,$30.24,$0.8400,2020-03-03,Quarter,2020-03-18,Services,Electronics Wholesale,Unknown,2020-03-04,2020-02-06,No
AMP,Ameriprise Financial,3.4,2.69%,$137.41,$3.8800,2020-02-13,Quarter,2020-02-28,Financial,Asset Management,Qualified,2020-02-14,2020-01-29,No
VFC,V.F. Corporation,3.8,2.68%,$72.18,$1.9200,2020-03-09,Quarter,2020-03-20,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-10,2020-01-23,No
MATX,"Matson, Inc.",4.4,2.68%,$33.11,$0.8800,2020-02-05,Quarter,2020-03-05,Services,Shipping,Qualified,2020-02-06,2020-01-23,No
PLOW,"Douglas Dynamics, Inc.",4.6,2.68%,$41.75,$1.1200,2020-03-19,Quarter,2020-03-31,Consumer Goods,Auto Parts,Qualified,2020-03-20,2020-02-24,No
STRT,Strattec Security Corp. Com.,3,2.68%,$20.67,$0.5600,2020-03-12,Quarter,2020-03-27,Consumer Goods,Auto Parts,Qualified,2020-03-13,2020-02-25,No
COG,Cabot Oil & Gas,3.4,2.68%,$14.79,$0.4000,2020-01-23,Quarter,2020-02-07,Basic Materials,Independent Oil And Gas,Qualified,2020-01-24,2020-01-03,No
SYX,Systemax Inc.,4,2.68%,$20.34,$0.5600,2020-03-06,Quarter,2020-03-16,Technology,Technical And System Software,Qualified,2020-03-09,2020-02-24,No
SALT,"Scorpio Bulkers, Inc.",2,2.68%,$2.94,$0.0800,2020-02-13,Quarter,2020-03-13,Services,Shipping,Unknown,2020-02-14,2020-01-27,No
ESSA,Essa Bancorp,3,2.67%,$15.76,$0.4400,2020-03-13,Quarter,2020-03-31,Financial,Savings And Loans,Qualified,2020-03-16,2020-02-25,No
SUPV,Grupo Supervielle S.A.,1.6,2.67%,$2.73,$0.0716,2019-05-13,Annually,2019-05-22,Financial,Foreign Money Center Banks,Unknown,2019-05-14,N/A,Yes
SOR,"Source Capital, Inc.",2,2.67%,$37.61,$1.0000,2020-02-27,Quarter,2020-03-15,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-10,No
VST,Vistra Energy Corp.,2.2,2.67%,$20.91,$0.5400,2020-03-16,Quarter,2020-03-31,Utilities,Electric Utilities,Qualified,2020-03-17,2020-02-25,No
LCII,LCI Industries,3.2,2.66%,$91.67,$2.6000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Recreational Vehicles,Qualified,2020-03-06,2020-02-25,No
IDA,Idacorp,3.4,2.66%,$105.68,$2.6800,2020-02-04,Quarter,2020-02-28,Utilities,Electric Utilities,Qualified,2020-02-05,2020-01-16,No
CPB,Campbell Soup Co.,4.2,2.66%,$53.51,$1.4000,2020-01-07,Quarter,2020-01-27,Consumer Goods,Processed And Packaged Goods,Qualified,2020-01-08,2019-11-21,No
PTVCA,Protective Insurance Corporation Class A,3.4,2.65%,$15.08,$0.4000,2020-02-25,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Qualified,2020-02-26,2020-02-20,No
IDCC,"InterDigital, Inc. ",1.4,2.65%,$53.29,$1.4000,2020-01-07,Quarter,2020-01-22,Technology,Wireless Communications,Qualified,2020-01-08,2019-12-12,No
CNO,CNO Financial Group Inc,3.6,2.65%,$15.94,$0.4400,2020-03-09,Quarter,2020-03-24,Financial,Accident And Health Insurance,Qualified,2020-03-10,2020-02-19,No
NATI,National Instruments,2,2.65%,$39.63,$1.0400,2020-02-14,Quarter,2020-03-09,Technology,Technical And System Software,Qualified,2020-02-18,2020-01-30,No
BKH,Black Hills Corp,4,2.65%,$79.77,$2.1400,2020-02-13,Quarter,2020-03-01,Utilities,Electric Utilities,Qualified,2020-02-14,2020-01-29,No
CFFN,Capitol Federal Financial Inc,3.8,2.64%,$12.73,$0.3400,2020-02-06,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-07,2020-01-28,No
UTL,Unitil Corp,3.6,2.64%,$57.80,$1.5000,2020-02-13,Quarter,2020-02-28,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-29,No
DFS,Discover Financial Services,3.4,2.64%,$65.60,$1.7600,2020-02-19,Quarter,2020-03-05,Financial,Credit Services,Qualified,2020-02-20,2020-01-21,No
SAL,Salisbury Bancorp,2.8,2.64%,$43.39,$1.1600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-24,No
PHX,Panhandle Oil & Gas,0.8,2.63%,$5.81,$0.1600,2020-02-19,Quarter,2020-03-06,Basic Materials,Independent Oil And Gas,Qualified,2020-02-20,2019-12-11,No
AMSWA,American Software,2.4,2.63%,$16.67,$0.4400,2020-05-07,Quarter,2020-05-22,Technology,Application Software,Non-Qualified,2020-05-08,2020-02-13,No
DRE,Duke Realty,3.4,2.63%,$35.26,$0.9400,2020-02-13,Quarter,2020-02-28,Financial,Real Estate Development,Non-Qualified,2020-02-14,2020-01-29,No
SYY,Sysco Corp,4.4,2.63%,$69.35,$1.8000,2020-04-02,Quarter,2020-04-24,Services,Food Wholesale,Qualified,2020-04-03,2020-02-27,No
GSBC,Great Southern Bancorp,4.4,2.62%,$50.30,$1.3600,2019-12-27,Quarter,2020-01-14,Financial,Regional Southwest Banks,Non-Qualified,2019-12-30,2019-12-18,No
GVA,Granite Construction Inc.,3,2.62%,$18.83,$0.5200,2019-12-30,Quarter,2020-01-15,Industrial Goods,Heavy Construction,Qualified,2019-12-31,2019-12-04,No
XEL,Xcel Energy,4.2,2.62%,$69.20,$1.7200,2020-03-12,Quarter,2020-04-20,Utilities,Electric Utilities,Qualified,2020-03-13,2020-02-19,No
TRV,Travelers Co.,4.4,2.62%,$129.10,$3.2800,2020-03-09,Quarter,2020-03-31,Financial,Property And Casualty Insurance,Qualified,2020-03-10,2020-01-23,No
GD,General Dynamics Corporation,4.4,2.61%,$167.00,$4.4000,2020-04-08,Quarter,2020-05-08,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-04-10,2020-03-03,No
CWH,CommonWealth REIT,3,2.61%,$11.11,$0.3200,2020-03-13,Quarter,2020-03-30,Financial,Reit Office,Qualified,2020-03-16,2020-02-28,No
GATX,GATX Corporation,4.6,2.61%,$71.93,$1.9200,2020-02-27,Quarter,2020-03-31,Services,Rental And Leasing Services,Qualified,2020-02-28,2020-01-31,No
GRMN,Garmin,3.4,2.61%,$90.80,$2.4400,2020-03-13,Quarter,2020-03-31,Technology,Scientific And Technical Instruments,Unknown,2020-03-16,2019-06-07,No
CIB,BanColombia S.A.,3.4,2.61%,$45.38,$1.2000,2019-12-26,Quarter,2020-01-13,Financial,Foreign Regional Banks,Unknown,2019-12-27,N/A,Yes
MCS,Marcus Corp,3.2,2.61%,$23.92,$0.6800,2020-02-28,Quarter,2020-03-16,Services,Lodging,Qualified,2020-03-02,2020-02-19,No
NBHC,National Bank Holdings Corp,4.8,2.60%,$30.18,$0.8000,2020-02-27,Quarter,2020-03-13,Financial,Regional Midwest Banks,Qualified,2020-02-28,2020-01-21,No
HBCP,"Home Bancorp, Inc.",3.6,2.60%,$33.20,$0.8800,2020-02-07,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-28,No
KFRC,Kforce Inc.,4.2,2.60%,$32.12,$0.8000,2020-03-05,Quarter,2020-03-20,Services,Staffing And Outsourcing Services,Qualified,2020-03-06,2020-02-05,No
CSFL,"Centerstate Banks, Inc.",3.4,2.60%,$21.06,$0.5600,2020-03-13,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-16,2020-01-16,No
TMP,Tompkins Financial,2.8,2.60%,$78.19,$2.0800,2020-02-07,Quarter,2020-02-18,Financial,Regional Northeast Banks,Qualified,2020-02-10,2020-01-31,No
NXRT,NexPoint Residential Trust,2,2.60%,$48.94,$1.2500,2020-03-13,Quarter,2020-03-31,Financial,Real Estate Development,Non-Qualified,2020-03-16,2020-02-18,No
PLD,Prologis,3.6,2.60%,$91.72,$2.3200,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-20,No
WEC,Wisconsin Energy,4.2,2.59%,$105.01,$2.5300,2020-02-13,Quarter,2020-03-01,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-16,No
CRI,"Carter's, Inc.",4.4,2.59%,$87.30,$2.4000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-06,2020-02-24,No
FFDF,FFD Financial Corp,1.8,2.58%,$73.51,$1.9000,2020-01-30,Quarter,2020-02-14,Financial,Savings And Loans,Qualified,2020-01-31,2020-01-15,No
RL,Ralph Lauren Corp,4.8,2.58%,$107.74,$2.7500,2019-12-26,Quarter,2020-01-10,Consumer Goods,Textile Apparel Clothing,Qualified,2019-12-27,2019-12-13,No
KRC,Kilroy Realty Corp,3.2,2.58%,$77.63,$1.9400,2020-03-30,Quarter,2020-04-15,Financial,Real Estate Development,Non-Qualified,2020-03-31,2020-02-12,No
MGM,MGM Resorts International,3.4,2.58%,$21.89,$0.6000,2020-03-09,Quarter,2020-03-16,Services,Resorts And Casinos,Unknown,2020-03-10,2020-02-12,No
THFF,First Financial Corp,3.8,2.56%,$41.06,$1.0400,2020-01-07,Semi Annually,2020-01-15,Financial,Regional Midwest Banks,Qualified,2020-01-08,2019-11-21,No
RIVE,Riverview Financial Corp.,1.8,2.56%,$11.72,$0.3000,2020-03-12,Quarter,2020-03-31,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-13,2020-02-27,No
FCCO,First Community Corp,3.8,2.55%,$18.80,$0.4800,2020-01-30,Quarter,2020-02-14,Financial,Regional Southwest Banks,Qualified,2020-01-31,2020-01-22,No
TCBK,Trico Bancshares,3.6,2.55%,$33.66,$0.8800,2020-03-12,Quarter,2020-03-27,Financial,Regional Pacific Banks,Qualified,2020-03-13,2020-02-27,No
LMT,Lockheed Martin,4.6,2.54%,$395.45,$9.6000,2020-02-28,Quarter,2020-03-27,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-03-02,2020-01-24,No
BELFB,Bel Fuse Inc.,0.6,2.54%,$10.44,$0.2800,2020-04-14,Quarter,2020-05-01,Technology,Diversified Electronics,Qualified,2020-04-15,2020-02-25,No
UMC,United Microelectronics Corp. ADR (Sponsored),2.8,2.54%,$2.58,$0.0648,2019-07-15,Annually,2019-08-13,Technology,Semiconductor Equipment And Materials,Unknown,2019-07-16,N/A,Yes
UHT,Universal Health Realty Income Trust,1.8,2.54%,$112.41,$2.7400,2019-12-17,Quarter,2019-12-31,Financial,Reit Healthcare Facilities,Non-Qualified,2019-12-18,2019-12-04,No
BAC,Bank of America,3.2,2.54%,$27.23,$0.7200,2020-03-05,Quarter,2020-03-27,Financial,Money Center Banks,Qualified,2020-03-06,2020-01-29,No
STAR,iStar Inc.,3.6,2.53%,$16.09,$0.4000,2020-02-28,Quarter,2020-03-16,Financial,Reit Diversified,Non-Qualified,2020-03-02,2020-02-20,No
ITW,Illinois Tool Works ,5,2.53%,$172.53,$4.2800,2020-03-30,Quarter,2020-04-15,Industrial Goods,Diversified Machinery,Qualified,2020-03-31,2020-02-14,No
CE,Celanese Corp,3.2,2.53%,$95.42,$2.4800,2020-02-14,Quarter,2020-02-28,Basic Materials,Chemicals Major Diversified,Qualified,2020-02-18,2020-02-05,No
WH,"Wyndham Hotels & Resorts, Inc.",4.4,2.53%,$50.12,$1.2800,2020-03-12,Quarter,2020-03-31,Services,Lodging,Qualified,2020-03-13,2020-02-25,No
REVG,"REV Group, Inc.",2,2.53%,$8.74,$0.2000,2020-01-30,Quarter,2020-02-28,Consumer Goods,Recreational Vehicles,Qualified,2020-01-31,2019-12-18,No
INDB,Independent Bank,3.6,2.53%,$68.49,$1.7600,2019-12-27,Quarter,2020-01-10,Financial,Regional Northeast Banks,Qualified,2019-12-30,2019-12-12,No
OGS,ONE Gas Inc,3.4,2.53%,$87.22,$2.1600,2020-02-20,Quarter,2020-03-06,Utilities,Gas Utilities,Qualified,2020-02-21,2020-01-21,No
GFED,"Guaranty Federal Bancshares, Inc.",2.6,2.53%,$23.58,$0.6000,2020-01-03,Quarter,2020-01-16,Financial,Regional Southwest Banks,Qualified,2020-01-06,2019-12-20,No
HA,"Hawaiian Holdings, Inc.",3.4,2.53%,$17.73,$0.4800,2020-02-13,Quarter,2020-02-28,Services,Air Services Other,Qualified,2020-02-14,2020-01-24,No
ENR,Energizer Holdings,4.4,2.53%,$46.38,$1.2000,2020-02-20,Quarter,2020-03-18,Consumer Goods,Personal Products,Unknown,2020-02-22,2020-01-27,No
